#      BLOCK:    DISTANCE:    ACTUAL_GOFR:   AVE_GOFR:    ERROR:
           7     1.33378    0.938478    0.949992  0.00466276
           7     1.35943    0.881223    0.871477  0.00311469
           7     1.38508    0.803686    0.820964  0.00515924
           7     1.41073    0.779238     0.77127  0.00341921
           7     1.43638    0.742462    0.741343  0.00404192
           7     1.46203    0.723498    0.707651  0.00472913
           7     1.48768     0.69333    0.682531  0.00356618
           7     1.51333    0.688813    0.676229  0.00384204
           7     1.53898    0.687644    0.669022  0.00355971
           7     1.56463    0.671265    0.667035  0.00262402
           7     1.59028     0.68634    0.673861  0.00364893
           7     1.61593    0.689853    0.682571  0.00218606
           7     1.64158    0.697281    0.702499  0.00341529
           7     1.66723    0.718465    0.723364  0.00403129
           7     1.69288    0.744314    0.748916  0.00348147
           7     1.71853    0.770004    0.778198  0.00271224
           7     1.74418     0.81415    0.819075  0.00261665
           7     1.76983    0.828992    0.852233  0.00485334
           7     1.79547    0.872056     0.89324  0.00408195
           7     1.82112    0.908751    0.937507  0.00546558
           7     1.84677    0.970767     0.97894  0.00266906
           7     1.87242    0.994016     1.02042  0.00464751
           7     1.89807     1.04063     1.05801  0.00506023
           7     1.92372     1.07635     1.09332  0.00370792
           7     1.94937     1.12058     1.13002  0.00387493
           7     1.97502     1.15502      1.1613  0.00364205
           7     2.00067     1.18048      1.1832  0.00278588
           7     2.02632     1.21719     1.20678  0.00325876
           7     2.05197     1.22943     1.21242  0.00461939
           7     2.07762     1.23968     1.21564  0.00488212
           7     2.10327     1.23156     1.21317  0.00357981
